DDI-DrugBank.d456.s0|DDI-DrugBank.d456.s0.e0|DDI-DrugBank.d456.s0.e1|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e28|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e29|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e30|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e31|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e32|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e33|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e34|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e35|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e36|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e37|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e38|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e39|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e40|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e41|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e42|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e43|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e44|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e45|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e46|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e47|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e48|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e49|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e50|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e51|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e52|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e53|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e4|DDI-DrugBank.d64.s87.e54|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e6|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e7|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e8|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e9|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e10|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e11|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e12|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e13|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e14|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e15|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e16|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e17|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e18|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e19|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e20|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e21|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e22|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e23|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e24|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e25|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e26|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e27|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e28|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e29|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e30|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e31|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e32|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e33|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e34|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e35|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e36|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e37|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e38|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e39|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e40|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e41|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e42|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e43|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e44|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e45|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e46|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e47|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e48|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e49|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e50|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e51|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e52|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e53|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e5|DDI-DrugBank.d64.s87.e54|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e7|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e8|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e9|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e10|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e11|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e12|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e13|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e14|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e15|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e16|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e17|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e18|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e19|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e20|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e21|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e22|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e23|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e24|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e25|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e26|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e27|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e28|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e29|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e30|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e31|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e32|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e33|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e34|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e35|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e36|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e37|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e38|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e39|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e40|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e41|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e42|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e43|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e44|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e45|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e46|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e47|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e48|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e49|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e50|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e51|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e52|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e53|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e6|DDI-DrugBank.d64.s87.e54|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e8|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e9|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e10|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e11|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e12|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e13|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e14|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e15|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e16|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e17|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e18|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e19|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e20|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e21|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e22|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e23|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e24|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e25|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e26|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e27|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e28|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e29|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e30|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e31|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e32|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e33|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e34|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e35|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e36|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e37|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e38|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e39|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e40|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e41|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e42|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e43|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e44|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e45|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e46|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e47|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e48|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e49|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e50|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e51|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e52|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e53|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e7|DDI-DrugBank.d64.s87.e54|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e9|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e10|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e11|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e12|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e13|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e14|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e15|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e16|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e17|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e18|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e19|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e20|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e21|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e22|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e23|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e24|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e25|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e26|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e27|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e28|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e29|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e30|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e31|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e32|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e33|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e34|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e35|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e36|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e37|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e38|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e39|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e40|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e41|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e42|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e43|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e44|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e45|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e46|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e47|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e48|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e49|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e50|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e51|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e52|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e53|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e8|DDI-DrugBank.d64.s87.e54|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e10|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e11|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e12|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e13|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e14|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e15|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e16|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e17|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e18|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e19|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e20|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e21|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e22|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e23|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e24|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e25|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e26|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e27|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e28|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e29|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e30|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e31|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e32|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e33|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e34|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e35|effect
DDI-DrugBank.d64.s87|DDI-DrugBank.d64.s87.e9|DDI-DrugBank.d64.s87.e36|effect
